S.No,District,Total Positive Cases as on 17.07.2021,Discharged Cases as on 17.07.2021,Active Cases as on 17.07.2021,Death Cases as on 17.07.2021
1,Ariyalur,15498,14919,349,230
2,Chengalpattu,160247,156753,1110,2384
3,Chennai,536032,526108,1632,8292
4,Coimbatore,226647,221419,3100,2128
5,Cuddalore,59417,57735,881,801
6,Dharmapuri,25646,24847,569,230
7,Dindigul,31943,31113,215,615
8,Erode,91858,88889,2351,618
9,Kallakurichi,28446,27502,747,197
10,Kancheepuram,71117,69476,441,1200
11,Kanniyakumari,59662,58144,506,1012
12,Karur,22447,21840,257,350
13,Krishnagiri,40953,40080,557,316
14,Madurai,73172,71590,442,1140
15,Mayiladuthurai,20668,20078,326,264
16,Nagapattinam,18291,17615,390,286
17,Namakkal,46411,45147,828,436
18,Nilgiris,29810,28712,926,172
19,Perambalur,11366,10961,191,214
20,Pudukkottai,27748,26955,442,351
21,Ramanathapuram,19887,19387,158,342
22,Ranipet,41641,40509,398,734
23,Salem,91865,88578,1762,1525
24,Sivaganga,18465,17857,414,194
25,Tenkasi,26677,26021,179,477
26,Thanjavur,66547,63805,1913,829
27,Theni,42760,41956,295,509
28,Thoothukudi,54841,54086,371,384
29,Tiruchirappalli,71465,69318,1199,948
30,Tirunelveli,47533,46917,192,424
31,Tirupathur,27933,27050,290,593
32,Tiruppur,86476,84060,1605,811
33,Tiruvallur,112487,109961,788,1738
34,Tiruvannamalai,51193,49585,980,628
35,Tiruvarur,37426,36689,374,363
36,Vellore,47618,46082,451,1085
37,Villupuram,43369,42478,555,336
38,Virudhunagar,45251,44312,402,537
39,Airport Surveillance (International),1007,1002,4,1
40,Airport Surveillance (Domestic),1075,1074,0,1
41,Railway Surveillance,428,428,0,0
Total,Grand Total,2533323,2471038,28590,33695
