S.No,District,Total Positive Cases as on 17.05.2021,Discharged Cases as on 17.05.2021,Active Cases as on 17.05.2021,Death Cases as on 17.05.2021
1,Ariyalur,7775,6244,1469,62
2,Chengalpattu,115595,99426,14906,1263
3,Chennai,444371,390364,48156,5851
4,Coimbatore,118804,93723,24195,886
5,Cuddalore,38830,33453,4977,400
6,Dharmapuri,13730,11195,2447,88
7,Dindigul,21256,18508,2479,269
8,Erode,34189,27238,6753,198
9,Kallakurichi,16225,13756,2351,118
10,Kancheepuram,51848,45005,6119,724
11,Kanniyakumari,33865,25598,7802,465
12,Karur,11888,10100,1681,107
13,Krishnagiri,23655,17505,5991,159
14,Madurai,48441,37918,9833,690
15,Nagapattinam,19862,16518,3112,232
16,Namakkal,22400,19353,2881,166
17,Nilgiris,13087,10901,2126,60
18,Perambalur,4802,3188,1574,40
19,Pudukkottai,17638,15217,2247,174
20,Ramanathapuram,12498,9955,2392,151
21,Ranipet,27336,24141,2911,284
22,Salem,52442,46834,4923,685
23,Sivaganga,11448,9744,1561,143
24,Tenkasi,16788,13843,2703,242
25,Thanjavur,35241,30233,4606,402
26,Theni,27851,23024,4553,274
27,Thoothukudi,36365,30703,5468,194
28,Tiruchirappalli,38525,30016,8157,352
29,Tirunelveli,36201,29376,6528,297
30,Tirupathur,15428,12066,3136,226
31,Tiruppur,37480,30921,6279,280
32,Tiruvallur,82735,71883,9817,1035
33,Tiruvannamalai,31214,26583,4276,355
34,Tiruvarur,20438,17782,2501,155
35,Vellore,35525,31683,3321,521
36,Villupuram,26452,22936,3347,169
37,Virudhunagar,26556,22254,4016,286
38,Airport Surveillance (International),1004,1001,2,1
39,Airport Surveillance (Domestic),1075,1074,0,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,1631291,1381690,231596,18005
