S.No,District,Total Positive Cases as on 24.06.2021,Discharged Cases as on 24.06.2021,Active Cases as on 24.06.2021,Death Cases as on 24.06.2021
1,Ariyalur,14495,13705,593,197
2,Chengalpattu,155325,150836,2158,2331
3,Chennai,530789,519128,3530,8131
4,Coimbatore,215808,206592,7248,1968
5,Cuddalore,57232,54915,1575,742
6,Dharmapuri,23854,22783,874,197
7,Dindigul,31331,30395,362,574
8,Erode,86514,80984,4965,565
9,Kallakurichi,26364,24875,1298,191
10,Kancheepuram,69714,68156,393,1165
11,Kanniyakumari,58420,56792,666,962
12,Karur,21751,20613,802,336
13,Krishnagiri,39181,37681,1208,292
14,Madurai,71793,70085,631,1077
15,Nagapattinam,37554,36207,844,503
16,Namakkal,43511,40919,2193,399
17,Nilgiris,27726,26604,967,155
18,Perambalur,10909,10464,252,193
19,Pudukkottai,26529,25638,583,308
20,Ramanathapuram,19479,18721,429,329
21,Ranipet,40442,39011,744,687
22,Salem,85725,81175,3127,1423
23,Sivaganga,17262,16369,706,187
24,Tenkasi,26400,25541,401,458
25,Thanjavur,62166,59067,2405,694
26,Theni,41995,40715,801,479
27,Thoothukudi,53923,52788,764,371
28,Tiruchirappalli,68082,66058,1148,876
29,Tirunelveli,47172,46236,530,406
30,Tirupathur,27351,26219,574,558
31,Tiruppur,80426,77456,2247,723
32,Tiruvallur,110222,107674,866,1682
33,Tiruvannamalai,48418,46521,1316,581
34,Tiruvarur,36434,35383,738,313
35,Vellore,46596,45225,371,1000
36,Villupuram,42043,40964,753,326
37,Virudhunagar,44133,42833,780,520
38,Airport Surveillance (International),1005,1001,3,1
39,Airport Surveillance (Domestic),1075,1074,0,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,2449577,2367831,49845,31901
