S.No,District,Total Positive Cases as on 04.06.2021,Discharged Cases as on 04.06.2021,Active Cases as on 04.06.2021,Death Cases as on 04.06.2021
1,Ariyalur,12321,10004,2179,138
2,Chengalpattu,144639,134599,8024,2016
3,Chennai,513229,479145,26722,7362
4,Coimbatore,182708,145589,35694,1425
5,Cuddalore,50932,45089,5282,561
6,Dharmapuri,19909,16902,2871,136
7,Dindigul,28256,25071,2736,449
8,Erode,63027,46548,16078,401
9,Kallakurichi,22462,17851,4467,144
10,Kancheepuram,65258,60357,3879,1022
11,Kanniyakumari,51935,42759,8389,787
12,Karur,18682,15013,3412,257
13,Krishnagiri,34441,30708,3514,219
14,Madurai,67052,52963,13141,948
15,Nagapattinam,31555,25954,5223,378
16,Namakkal,35535,27710,7533,292
17,Nilgiris,21340,16949,4282,109
18,Perambalur,9345,6788,2465,92
19,Pudukkottai,24060,21096,2740,224
20,Ramanathapuram,17700,14398,3037,265
21,Ranipet,35997,32554,2912,531
22,Salem,70523,59266,10193,1064
23,Sivaganga,15187,13153,1867,167
24,Tenkasi,23604,19648,3595,361
25,Thanjavur,51154,43842,6766,546
26,Theni,38294,32864,5057,373
27,Thoothukudi,49470,42015,7162,293
28,Tiruchirappalli,60558,48525,11393,640
29,Tirunelveli,44561,40112,4088,361
30,Tirupathur,24189,20397,3409,383
31,Tiruppur,65996,46958,18501,537
32,Tiruvallur,103990,96733,5784,1473
33,Tiruvannamalai,43050,35637,6974,439
34,Tiruvarur,32154,26404,5534,216
35,Vellore,43448,39866,2776,806
36,Villupuram,36755,31502,4983,270
37,Virudhunagar,39579,32834,6304,441
38,Airport Surveillance (International),1004,1001,2,1
39,Airport Surveillance (Domestic),1075,1074,0,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,2195402,1900306,268968,26128
