S.No,District,Total Positive Cases as on 08.06.2021,Discharged Cases as on 08.06.2021,Active Cases as on 08.06.2021,Death Cases as on 08.06.2021
1,Ariyalur,13039,11117,1768,154
2,Chengalpattu,147996,139890,5987,2119
3,Chennai,519574,495305,16709,7560
4,Coimbatore,193037,164710,26751,1576
5,Cuddalore,53029,47533,4894,602
6,Dharmapuri,21165,18239,2772,154
7,Dindigul,29303,26620,2206,477
8,Erode,69485,54742,14284,459
9,Kallakurichi,23539,19200,4184,155
10,Kancheepuram,66589,62967,2558,1064
11,Kanniyakumari,54154,46493,6810,851
12,Karur,19784,16783,2716,285
13,Krishnagiri,35739,32238,3265,236
14,Madurai,68684,58025,9671,988
15,Nagapattinam,33550,28590,4551,409
16,Namakkal,37987,31224,6437,326
17,Nilgiris,23370,19042,4204,124
18,Perambalur,9883,8205,1554,124
19,Pudukkottai,24811,22276,2284,251
20,Ramanathapuram,18188,15346,2557,285
21,Ranipet,37297,34383,2345,569
22,Salem,74744,63032,10558,1154
23,Sivaganga,15709,13937,1596,176
24,Tenkasi,24546,21214,2935,397
25,Thanjavur,54580,47054,6943,583
26,Theni,39589,35503,3674,412
27,Thoothukudi,50783,44901,5562,320
28,Tiruchirappalli,62822,53622,8496,704
29,Tirunelveli,45474,41728,3373,373
30,Tirupathur,25308,22211,2693,404
31,Tiruppur,70213,50659,18969,585
32,Tiruvallur,105744,100483,3721,1540
33,Tiruvannamalai,44671,37635,6554,482
34,Tiruvarur,33675,29321,4106,248
35,Vellore,44433,41691,1890,852
36,Villupuram,38480,33655,4530,295
37,Virudhunagar,41223,36267,4486,470
38,Airport Surveillance (International),1004,1001,2,1
39,Airport Surveillance (Domestic),1075,1074,0,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,2274704,2028344,218595,27765
