S.No,District,Total Positive Cases as on 22.06.2021,Discharged Cases as on 22.06.2021,Active Cases as on 22.06.2021,Death Cases as on 22.06.2021
1,Ariyalur,14365,13626,544,195
2,Chengalpattu,154709,150447,1939,2323
3,Chennai,530034,518588,3351,8095
4,Coimbatore,214256,203953,8373,1930
5,Cuddalore,56910,54440,1739,731
6,Dharmapuri,23641,22405,1043,193
7,Dindigul,31215,30160,485,570
8,Erode,85184,78683,5942,559
9,Kallakurichi,26126,24634,1302,190
10,Kancheepuram,69544,67970,418,1156
11,Kanniyakumari,58186,55922,1311,953
12,Karur,21582,20472,777,333
13,Krishnagiri,38883,37238,1357,288
14,Madurai,71566,69802,689,1075
15,Nagapattinam,37325,35784,1048,493
16,Namakkal,42995,40352,2254,389
17,Nilgiris,27464,25921,1391,152
18,Perambalur,10825,10368,268,189
19,Pudukkottai,26363,25435,631,297
20,Ramanathapuram,19399,18551,522,326
21,Ranipet,40238,38703,867,668
22,Salem,84826,79722,3696,1408
23,Sivaganga,17090,16183,722,185
24,Tenkasi,26319,25273,592,454
25,Thanjavur,61527,58140,2698,689
26,Theni,41851,40429,946,476
27,Thoothukudi,53758,52237,1153,368
28,Tiruchirappalli,67617,65362,1393,862
29,Tirunelveli,47162,46090,667,405
30,Tirupathur,27249,26097,611,541
31,Tiruppur,79621,76061,2848,712
32,Tiruvallur,109875,107277,931,1667
33,Tiruvannamalai,48076,46065,1441,570
34,Tiruvarur,36270,35126,834,310
35,Vellore,46453,45167,304,982
36,Villupuram,41850,40532,993,325
37,Virudhunagar,43957,42635,803,519
38,Airport Surveillance (International),1005,1001,3,1
39,Airport Surveillance (Domestic),1075,1074,0,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,2436819,2348353,56886,31580
