S.No,District,Total Positive Cases as on 15.02.2021,Discharged Cases as on 15.02.2021,Active Cases as on 15.02.2021,Death Cases as on 15.02.2021
1,Ariyalur,4713,4654,10,49
2,Chengalpattu,52134,51047,314,773
3,Chennai,233482,227789,1568,4125
4,Coimbatore,55200,54077,444,679
5,Cuddalore,25074,24691,96,287
6,Dharmapuri,6628,6550,23,55
7,Dindigul,11369,11115,55,199
8,Erode,14624,14340,134,150
9,Kallakurichi,10901,10779,14,108
10,Kancheepuram,29402,28862,98,442
11,Kanniyakumari,16974,16649,65,260
12,Karur,5470,5379,41,50
13,Krishnagiri,8118,7976,25,117
14,Madurai,21156,20615,81,460
15,Nagapattinam,8548,8356,59,133
16,Namakkal,11743,11586,46,111
17,Nilgiris,8281,8192,41,48
18,Perambalur,2279,2251,7,21
19,Pudukkottai,11618,11431,31,156
20,Ramanathapuram,6439,6287,15,137
21,Ranipet,16192,15967,36,189
22,Salem,32588,32053,69,466
23,Sivaganga,6717,6553,38,126
24,Tenkasi,8493,8286,48,159
25,Thanjavur,17912,17553,110,249
26,Theni,17134,16895,32,207
27,Thoothukudi,16322,16157,23,142
28,Tiruchirappalli,14872,14583,106,183
29,Tirunelveli,15668,15399,55,214
30,Tirupathur,7614,7472,16,126
31,Tiruppur,18162,17817,123,222
32,Tiruvallur,43882,42992,196,694
33,Tiruvannamalai,19427,19109,34,284
34,Tiruvarur,11284,11127,47,110
35,Vellore,20886,20461,76,349
36,Villupuram,15234,15094,28,112
37,Virudhunagar,16621,16370,20,231
38,Airport Surveillance (International),946,939,6,1
39,Airport Surveillance (Domestic),1040,1037,2,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,845575,828918,4232,12425
