S.No,District,Total Positive Cases as on 18.07.2021,Discharged Cases as on 18.07.2021,Active Cases as on 18.07.2021,Death Cases as on 18.07.2021
1,Ariyalur,15517,14955,332,230
2,Chengalpattu,160488,156879,1224,2385
3,Chennai,536206,526247,1663,8296
4,Coimbatore,226869,221810,2927,2132
5,Cuddalore,59497,57812,884,801
6,Dharmapuri,25681,24903,548,230
7,Dindigul,31967,31135,215,617
8,Erode,91944,89105,2220,619
9,Kallakurichi,28494,27570,727,197
10,Kancheepuram,71164,69517,446,1201
11,Kanniyakumari,59697,58187,498,1012
12,Karur,22465,21863,252,350
13,Krishnagiri,40978,40137,523,318
14,Madurai,73199,71651,408,1140
15,Mayiladuthurai,20689,20109,316,264
16,Nagapattinam,18331,17637,408,286
17,Namakkal,46471,45214,821,436
18,Nilgiris,29864,28776,916,172
19,Perambalur,11375,10973,188,214
20,Pudukkottai,27770,26996,422,352
21,Ramanathapuram,19900,19403,155,342
22,Ranipet,41660,40546,378,736
23,Salem,92005,88756,1722,1527
24,Sivaganga,18493,17903,396,194
25,Tenkasi,26685,26033,175,477
26,Thanjavur,66613,64018,1765,830
27,Theni,42769,41980,278,511
28,Thoothukudi,54858,54119,354,385
29,Tiruchirappalli,71542,69424,1170,948
30,Tirunelveli,47555,46933,198,424
31,Tirupathur,27948,27066,288,594
32,Tiruppur,86597,84179,1605,813
33,Tiruvallur,112562,110032,791,1739
34,Tiruvannamalai,51276,49688,960,628
35,Tiruvarur,37455,36725,367,363
36,Vellore,47648,46113,449,1086
37,Villupuram,43387,42527,524,336
38,Virudhunagar,45273,44356,380,537
39,Airport Surveillance (International),1007,1002,4,1
40,Airport Surveillance (Domestic),1075,1074,0,1
41,Railway Surveillance,428,428,0,0
Total,Grand Total,2535402,2473781,27897,33724
