S.No,District,Total Positive Cases as on 17.06.2021,Discharged Cases as on 17.06.2021,Active Cases as on 17.06.2021,Death Cases as on 17.06.2021
1,Ariyalur,13938,13144,615,179
2,Chengalpattu,153095,148337,2473,2285
3,Chennai,527835,515199,4683,7953
4,Coimbatore,209481,194838,12820,1823
5,Cuddalore,55906,52531,2673,702
6,Dharmapuri,23046,21107,1756,183
7,Dindigul,30786,29218,1021,547
8,Erode,80927,70706,9709,512
9,Kallakurichi,25337,23052,2099,186
10,Kancheepuram,68929,66562,1232,1135
11,Kanniyakumari,57503,52908,3660,935
12,Karur,21035,19762,947,326
13,Krishnagiri,38022,35918,1832,272
14,Madurai,70842,67451,2341,1050
15,Nagapattinam,36632,33763,2392,477
16,Namakkal,41417,37907,3145,365
17,Nilgiris,26662,23821,2700,141
18,Perambalur,10577,9872,532,173
19,Pudukkottai,25937,24670,985,282
20,Ramanathapuram,19120,18072,730,318
21,Ranipet,39520,37478,1401,641
22,Salem,82222,75268,5633,1321
23,Sivaganga,16688,15576,926,186
24,Tenkasi,25964,24509,1013,442
25,Thanjavur,59683,55080,3943,660
26,Theni,41354,39396,1486,472
27,Thoothukudi,53165,50536,2266,363
28,Tiruchirappalli,66374,62092,3471,811
29,Tirunelveli,46955,45168,1390,397
30,Tirupathur,26856,25611,744,501
31,Tiruppur,77266,65562,11039,665
32,Tiruvallur,108863,105794,1428,1641
33,Tiruvannamalai,47131,45052,1534,545
34,Tiruvarur,35695,33850,1552,293
35,Vellore,46016,44771,305,940
36,Villupuram,41198,38365,2515,318
37,Virudhunagar,43379,41344,1529,506
38,Airport Surveillance (International),1005,1001,3,1
39,Airport Surveillance (Domestic),1075,1074,0,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,2397864,2266793,100523,30548
